key,level,name,full_name,description,shade,parent
322,4,Apache Kudu,Services##Logic Services##Business Logic##Apache Kudu,Apache Kudu is an open source distributed data storage engine that makes fast analytics on fast and changing data easy.,"rgb(0, 163, 215)",2220
177,4,Apache Logging for Java,Services##Logic Services##Business Logic##Apache Logging for Java,The Apache Logging Services Project creates and maintains open-source software related to the logging of application behavior and released at no charge to the public.,"rgb(181, 26, 0)",2220
3035,4,Apache Lucene,Data Services##Database Services##NoSQL Services##Apache Lucene,The Apache Lucene project develops open-source search software in Java/Python,"rgb(53, 148, 143)",2261
3170,4,Apache Lucene for .NET,Services##Logic Services##Data Access Services##Apache Lucene for .NET,Apache Lucene client libraries for .NET,"rgb(31, 152, 143)",2225
87,4,Apache Lucene for Java,Services##Logic Services##Business Logic##Apache Lucene for Java,"Lucene Core is a Java library providing powerful indexing and search features, as well as spellchecking, hit highlighting and advanced analysis/tokenization capabilities.","rgb(181, 26, 0)",2220
93,4,Apache MINA,Services##Logic Services##Business Logic##Apache MINA,Apache MINA is a network application framework which helps users develop high performance and high scalability network applications easily.,"rgb(181, 26, 0)",2220
1370,4,Apache MRUnit,Services##Logic Services##Business Logic##Apache MRUnit,Apache MRUnit ™ is a Java library that helps developers unit test Apache Hadoop map reduce jobs.,"rgb(0, 66, 170)",2220
293,4,Apache Mahout,Services##Logic Services##Business Logic##Apache Mahout,"Apache Mahout(TM) is a distributed linear algebra framework and mathematically expressive Scala DSL designed to let mathematicians, statisticians, and data scientists quickly implement their own algorithms.","rgb(0, 199, 252)",2220
121,4,Apache Maven,Services##Logic Services##Business Logic##Apache Maven,Apache Maven is a software project management and comprehension tool.,"rgb(227, 36, 0)",2220
294,4,Apache Mesos,Services##Logic Services##Business Logic##Apache Mesos,"Apache Mesos abstracts CPU, memory, storage, and other compute resources away from machines (physical or virtual), enabling fault-tolerant and elastic distributed systems to easily be built and run effectively.","rgb(0, 163, 215)",2220
1364,4,Apache MetaModel,Services##Logic Services##Business Logic##Apache MetaModel,"Providing a common interface for discovery, exploration of metadata and querying of different types of data sources.","rgb(121, 26, 62)",2220
130,4,Apache MyFaces,User Interaction##Web Interaction##Web Presentation##Apache MyFaces,"Apache MyFaces is a project of the Apache Software Foundation, and hosts several sub-projects relating to the JavaServer™ Faces (JSF) technology.","rgb(102, 156, 53)",2278
143,4,Apache Neethi,Services##Logic Services##Business Logic##Apache Neethi,Apache Neethi™ provides general framework for the programmers to use WS Policy.,"rgb(181, 26, 0)",2220
1365,4,Apache NiFi,Services##Logic Services##Business Logic##Apache NiFi,"Apache NiFi supports powerful and scalable directed graphs of data routing, transformation, and system mediation logic.","rgb(85, 61, 0)",2220
296,4,Apache Nutch,Services##Logic Services##Business Logic##Apache Nutch,"Nutch is a highly extensible, highly scalable, matured, production-ready Web crawler which enables fine grained configuration and accomodates a wide variety of data acquisition tasks.","rgb(181, 26, 0)",2220
433,4,Apache ODE,Services##Logic Services##Business Logic##Apache ODE,Apache ODE (Orchestration Director Engine) software executes business processes written following the WS-BPEL standard.,"rgb(0, 66, 170)",2220
351,4,Apache ORC,Services##Logic Services##Business Logic##Apache ORC,ORC is a self-describing type-aware columnar file format designed for Hadoop workloads,"rgb(119, 187, 65)",2220
434,4,Apache Olingo,Services##Logic Services##Business Logic##Apache Olingo,Apache Olingo is a Java library that implements the Open Data Protocol (OData).,"rgb(255, 106, 0)",2220
352,4,Apache Oltu,Services##Application Services##Authentication Services##Apache Oltu,"Apache Oltu is an OAuth protocol implementation in Java. It also covers others ""OAuth family"" related implementations such as JWT, JWS and OpenID Connect.","rgb(181, 26, 0)",3056
298,4,Apache Oozie,Services##Logic Services##Business Logic##Apache Oozie,Oozie is a workflow scheduler system to manage Apache Hadoop jobs.,"rgb(181, 26, 0)",2220
531,4,Apache OpenEJB,Services##Logic Services##Business Logic##Apache OpenEJB,OpenEJB implementation for Apache TomEE,"rgb(181, 26, 0)",2220
172,4,Apache OpenJPA,Services##Logic Services##Data Access Services##Apache OpenJPA,"Apache OpenJPA is a Java persistence project at The Apache Software Foundation that can be used as a stand-alone POJO persistence layer or integrated into any Java EE compliant container and many other lightweight frameworks, such as Tomcat and Spring.","rgb(181, 26, 0)",2225
291,4,Apache OpenNLP,Services##Logic Services##Business Logic##Apache OpenNLP,The Apache OpenNLP library is a machine learning based toolkit for the processing of natural language text.,"rgb(181, 26, 0)",2220
540,4,Apache OpenWebBeans,Services##Logic Services##Business Logic##Apache OpenWebBeans,"Apache OpenWebBeans delivers an implementation of the Contexts and Dependency injection for Java EE (CDI) 2.0 Specification (JSR-365).
OpenWebBeans is TCK compliant and the latest version works on Java SE 8 or later.","rgb(0, 140, 180)",2220
79,4,Apache PDFBox,Services##Output Services##Reporting Services##Apache PDFBox,The Apache PDFBox® library is an open source Java tool for working with PDF documents.,"rgb(227, 36, 0)",2264
134,4,Apache POI,Services##Output Services##Reporting Services##Apache POI,Apache POI - the Java API for Microsoft Documents,"rgb(227, 36, 0)",2264
354,4,Apache Parquet,Data Services##Database Services##NoSQL Services##Apache Parquet,"Apache Parquet is an open source, column-oriented data file format designed for efficient data storage and retrieval.","rgb(227, 36, 0)",2261
3448,4,Apache Parquet for .NET,Services##Logic Services##Business Logic##Apache Parquet for .NET,"Fully managed, safe, extremely fast .NET library to 📖read and ✍️write Apache Parquet files designed for .NET world (not a wrapper).","rgb(0, 140, 180)",2220
299,4,Apache Pig,Services##Logic Services##Business Logic##Apache Pig,"Apache Pig is a platform for analyzing large data sets that consists of a high-level language for expressing data analysis programs, coupled with infrastructure for evaluating these programs.","rgb(227, 36, 0)",2220
3014,4,Apache Pulsar for Java,Services##Logic Services##Business Logic##Apache Pulsar for Java,"Java client SDK for Apache® Pulsar™ is an open-source, distributed messaging and streaming platform built for the cloud.","rgb(0, 109, 143)",2220
302,4,Apache Qpid,System Interaction##Communication Services##Messaging Services##Apache Qpid,Apache Qpid™ makes messaging tools that speak AMQP and support many languages and platforms.,"rgb(227, 36, 0)",2253
1361,4,Apache Ranger,Services##Application Services##Monitoring Alerting##Apache Ranger,"Apache Ranger™ is a framework to enable, monitor and manage comprehensive data security across the Hadoop ecosystem.","rgb(181, 26, 0)",3060
1362,4,Apache Ratis,Services##Logic Services##Business Logic##Apache Ratis,Apache Ratis is a highly customizable Raft protocol implementation in Java.,"rgb(120, 87, 0)",2220
315,4,Apache RocketMQ,System Interaction##Communication Services##Messaging Services##Apache RocketMQ,"A cloud-native ""messaging, eventing, streaming"" real-time data processing platform, covering cloud-edge-device collaboration scenarios.","rgb(255, 134, 71)",2253
361,4,Apache SIS,Services##Logic Services##Business Logic##Apache SIS,"Apache Spatial Information System (SIS) is a free software, Java language library for developing geospatial applications","rgb(0, 46, 122)",2220
304,4,Apache Samza,Services##Logic Services##Business Logic##Apache Samza,A distributed stream processing framework,"rgb(227, 36, 0)",2220
101,4,Apache Santuario for Java,Services##Logic Services##Business Logic##Apache Santuario for Java,"Apache XML Security for Java: This library includes the standard JSR-105 (Java XML Digital Signature) API,  a mature DOM-based implementation of both XML Signature and XML Encryption, as well as a more recent StAX-based (streaming) XML Signature and XML Encryption implementation.","rgb(227, 36, 0)",2220
359,4,Apache ServiceMix,Services##Logic Services##Business Logic##Apache ServiceMix,"Apache ServiceMix is a flexible, open-source integration container that unifies the features and functionality of Apache ActiveMQ, Camel, CXF, and Karaf into a powerful runtime platform you can use to build your own integrations solutions.","rgb(0, 140, 180)",2220
373,4,Apache Shale,User Interaction##Web Interaction##Web Presentation##Apache Shale,"Shale is a modern web application framework, fundamentally based on JavaServer Faces.","rgb(102, 156, 53)",2278
1368,4,Apache Shindig,Services##Logic Services##Business Logic##Apache Shindig,Apache Shindig's goal is to allow new sites to start hosting social apps in under an hour's worth of work,"rgb(181, 26, 0)",2220
171,4,Apache Shiro,Services##Logic Services##Business Logic##Apache Shiro,"Apache Shiro™ is a powerful and easy-to-use Java security framework that performs authentication, authorization, cryptography, and session management.","rgb(227, 36, 0)",2220
305,4,Apache Sling,Services##Logic Services##Business Logic##Apache Sling,"Apache Sling™ is a framework for RESTful web-applications based on an extensible content tree.
","rgb(227, 36, 0)",2220
3032,4,Apache Solr,Data Services##Database Services##NoSQL Services##Apache Solr,"Solr is highly reliable, scalable and fault tolerant, providing distributed indexing, replication and load-balanced querying, automated failover and recovery, centralized configuration and more.","rgb(229, 29, 29)",2261
111,4,Apache Solr for Java,Services##Logic Services##Business Logic##Apache Solr for Java,"Solr is the popular, blazing-fast, open source enterprise search platform built on Apache Lucene™.","rgb(227, 36, 0)",2220
306,4,Apache Spark for Java,Services##Logic Services##Data Access Services##Apache Spark for Java,"Apache Spark is a multi-language engine for executing data engineering, data science, and machine learning on single-node machines or clusters.","rgb(217, 80, 0)",2225
3055,4,Apache Spark for Python,Services##Logic Services##Business Logic##Apache Spark for Python,All Apache Spark client libraries using Python,"rgb(227, 36, 0)",2220
1371,4,Apache Sqoop,Services##Logic Services##Business Logic##Apache Sqoop,Apache Sqoop(TM) is a tool designed for efficiently transferring bulk data between Apache Hadoop and structured datastores such as relational databases.,"rgb(121, 26, 62)",2220
307,4,Apache Storm,Services##Logic Services##Business Logic##Apache Storm,Apache Storm is a free and open source distributed realtime computation system.,"rgb(0, 86, 214)",2220
1372,4,Apache Stratos,Services##Logic Services##Business Logic##Apache Stratos,"Apache Stratos is a highly-extensible Platform-as-a-Service (PaaS) framework that helps run Apache Tomcat, PHP, and MySQL applications and can be extended to support many more environments on all major cloud infrastructures.","rgb(121, 26, 62)",2220
80,4,Apache Struts,Services##Logic Services##Business Logic Communication##Apache Struts,"Apache Struts is a free, open-source, MVC framework for creating elegant, modern Java web applications. It favors convention over configuration, is extensible using a plugin architecture, and ships with plugins to support REST, AJAX and JSON.","rgb(0, 77, 101)",2221
81,4,Apache Synapse,Services##Logic Services##Business Logic##Apache Synapse,Apache Synapse is a lightweight and high-performance Enterprise Service Bus (ESB).,"rgb(0, 86, 214)",2220
308,4,Apache Tapestry,Services##Logic Services##Business Logic##Apache Tapestry,A component-oriented framework for creating highly scalable web applications in Java.,"rgb(102, 156, 53)",2220
90,4,Apache Thrift,Services##Logic Services##Business Logic##Apache Thrift,"The Apache Thrift software framework, for scalable cross-language services development, combines a software stack with a code generation engine to build services that work efficiently and seamlessly between C++, Java, Python, PHP, Ruby, Erlang, Perl, Haskell, C#, Cocoa, JavaScript, Node.js, Smalltalk, OCaml and Delphi and other languages.","rgb(227, 36, 0)",2220
314,4,Apache Tika,Services##Logic Services##Business Logic##Apache Tika,Apache Tika - a content analysis toolkit.,"rgb(227, 36, 0)",2220
141,4,Apache Tiles,User Interaction##Web Interaction##Web Presentation##Apache Tiles,"Retired project, was a free open-sourced templating framework for modern Java applications.","rgb(227, 36, 0)",2278
151,4,Apache Tomcat,Services##Logic Services##Business Logic##Apache Tomcat,"The Apache Tomcat® software is an open source implementation of the Jakarta Servlet, Jakarta Server Pages, Jakarta Expression Language, Jakarta WebSocket, Jakarta Annotations and Jakarta Authentication specifications.","rgb(210, 157, 0)",2220
318,4,Apache Turbine,Services##Logic Services##Business Logic##Apache Turbine,Apache Turbine™ is a servlet based framework that allows experienced Java developers to quickly build web applications.,"rgb(217, 80, 0)",2220
355,4,Apache Tuscany,Services##Logic Services##Business Logic##Apache Tuscany,Apache Tuscany simplifies the task of developing SOA solutions by providing a comprehensive infrastructure for SOA development and management that is based on Service Component Architecture (SCA) standard.,"rgb(255, 64, 19)",2220
319,4,Apache UIMA,Services##Logic Services##Business Logic##Apache UIMA,Unstructured Information Management applications are software systems that analyze large volumes of unstructured information in order to discover knowledge that is relevant to an end user.,"rgb(181, 26, 0)",2220
102,4,Apache Velocity,User Interaction##Web Interaction##Web Presentation##Apache Velocity,Velocity is a Java-based template engine. It permits anyone to use a simple yet powerful template language to reference objects defined in Java code.,"rgb(181, 26, 0)",2278
163,4,Apache WSS4J,Services##Logic Services##Business Logic##Apache WSS4J,"The Apache WSS4J™ project provides a Java implementation of the primary security standards for Web Services, namely the OASIS Web Services Security (WS-Security) specifications from the OASIS Web Services Security TC.","rgb(181, 26, 0)",2220
159,4,Apache Web Services,Services##Logic Services##Business Logic##Apache Web Services,The Apache Web Services project is the home of a number of Web services related projects.,"rgb(181, 26, 0)",2220
160,4,Apache Wicket,User Interaction##Web Interaction##Web Presentation##Apache Wicket,"Wicket is an open source, component oriented, serverside, Java web application framework.","rgb(181, 26, 0)",2278
312,4,Apache Wink,Services##Logic Services##Business Logic##Apache Wink,Apache Wink is a retired open source framework that enables development and consumption of REST style web services.,"rgb(181, 26, 0)",2220
138,4,Apache Woden,Services##Logic Services##Business Logic##Apache Woden,"The Apache Woden™ library is developed as a subproject of the Apache Web Services Project and provides a Java API for reading, manipulating, creating and writing WSDL documents, initially to support WSDL 2.0 but with the longer term aim of supporting past, present and future versions of WSDL.","rgb(181, 26, 0)",2220
91,4,Apache XML,Services##Logic Services##Business Logic##Apache XML,"The Apache XML Project used to be the home for many XML-related subprojects, many of which have moved to top-level project status recently or are currently in migration.","rgb(181, 26, 0)",2220
86,4,Apache XML Graphics,Services##Logic Services##Business Logic##Apache XML Graphics,The Apache XML Graphics Project is responsible for software licensed to the Apache Software Foundation intended for the creation & maintenance of: the conversion of XML formats to graphical output related software components.,"rgb(181, 26, 0)",2220
174,4,Apache XMLBeans,Services##Logic Services##Business Logic##Apache XMLBeans,XMLBeans is a technology for accessing XML by binding it to Java types.,"rgb(181, 26, 0)",2220
441,4,Apache Xalan,Services##Logic Services##Business Logic##Apache Xalan,The Apache Xalan Project develops and maintains libraries and programs that transform XML documents using XSLT standard stylesheets.,"rgb(181, 26, 0)",2220
439,4,Apache Xerces,Services##Logic Services##Business Logic##Apache Xerces,"Apache Xerces Java is a library for parsing, validating and manipulating XML documents.","rgb(181, 26, 0)",2220
136,4,Apache XmlSchema,Services##Logic Services##Business Logic##Apache XmlSchema,XMLSchema is a lightweight Java object model that can be used to manipulate and generate XML schema representations.,"rgb(181, 26, 0)",2220
362,4,Apache Yetus,Services##Logic Services##Business Logic##Apache Yetus,Collection of libraries and tools that enable contribution and release processes for software projects.,"rgb(0, 109, 143)",2220
1369,4,Apache Zeppelin,Services##Logic Services##Business Logic##Apache Zeppelin,"Web-based notebook that enables data-driven, interactive data analytics and collaborative documents with SQL, Scala, Python, R and more.","rgb(0, 140, 180)",2220
109,4,Apache Zookeeper for Java,Services##Logic Services##Business Logic##Apache Zookeeper for Java,"Apache ZooKeeper is a centralized service for maintaining configuration information, naming, providing distributed synchronization, and providing group services.","rgb(181, 26, 0)",2220
338,4,Apache iBatis,Services##Logic Services##Business Logic##Apache iBatis,"Apache ibatis is retired at the apache software foundation (2010/06/16)

the original project team has moved to mybatis hosted at google code. see http://www.mybatis.org/ for more.","rgb(68, 68, 68)",2220
1366,4,Apache jclouds,Services##Logic Services##Business Logic##Apache jclouds,Apache jclouds® is an open source multi-cloud toolkit for the Java platform that gives you the freedom to create applications that are portable across clouds while giving you full control to use cloud-specific features.,"rgb(181, 26, 0)",2220
3091,4,Apache log4net,Services##Logic Services##Business Logic##Apache log4net,The Apache log4net library is a tool to help the programmer output log statements to a variety of output targets. log4net is a port of the excellent Apache log4j™ framework to the Microsoft® .NET runtime. We have kept the framework similar in spirit to the original log4j while taking advantage of new features in the .NET runtime. For more information on log4net see the features document.,"rgb(97, 23, 124)",2220
2979,4,Apigee for Java,Services##Application Services##API Management##Apigee for Java,All Apigee libraries for Java,"rgb(173, 62, 0)",3064
230,4,Apollo GraphQL Server,Data Services##Database Services##NoSQL Services##Apollo GraphQL Server,string,"rgb(255, 64, 255)",2261
3262,4,ApplicationBlocks Data,Services##Logic Services##Data Access Services##ApplicationBlocks Data,,"rgb(154, 36, 79)",2225
3177,4,ApplicationInsights,Services##Logic Services##Business Logic##ApplicationInsights,.NET SDK for sending data to Azure Monitor & Application Insights.,"rgb(0, 86, 214)",2220
3893,4,Argon2,Services##Logic Services##Business Logic##Argon2,"Argon2 is a highly secure password hashing algorithm, recommended by security experts for password storage and authentication.

Python provides Argon2 through the argon2-cffi package.","rgb(42, 187, 157)",2220
104,4,Arquillian,Services##Logic Services##Business Logic##Arquillian,"Arquillian is an innovative and highly extensible testing platform for the JVM that enables developers to easily create automated integration, functional and acceptance tests for Java middleware.","rgb(77, 34, 179)",2220
420,4,AspectJ,Services##Logic Services##Business Logic##AspectJ,"AspectJ a seamless aspect-oriented extension to the Javatm programming language, Java platform compatible easy to learn and use.","rgb(44, 19, 118)",2220
59,4,Aspose for .NET,Services##Logic Services##Business Logic##Aspose for .NET,"Aspose.Total  for .NET
.NET File Format Manipulation APIs","rgb(119, 187, 65)",2220
3292,4,Assembler Macro,Services##Logic Services##Business Logic##Assembler Macro,Macros are used to make programs written in assembly code modular and concise. Macros are very similar to procedures but follow a different syntax and accept parameters. Macros are very similar to functions that are available in most high-level programming languages.,"rgb(200, 22, 0)",2220
471,4,AssertJ,Services##Logic Services##Business Logic##AssertJ,"AssertJ is a Java library that provides a rich set of assertions and truly helpful error messages, improves test code readability, and is designed to be super easy to use within your favorite IDE.","rgb(213, 132, 0)",2220
427,4,Atlassian for Java,Services##Logic Services##Business Logic##Atlassian for Java,Atlassian SDKs for Java,"rgb(0, 140, 180)",2220
424,4,Atomikos,Services##Logic Services##Business Logic##Atomikos,"Transactions without Appserver, for software development teams who need transactions for their self-contained cloud-native applications, we offer a lean, light-weight transaction management library.","rgb(213, 132, 0)",2220
615,4,Auth0 for JS-TS,Services##Application Services##Authentication Services##Auth0 for JS-TS,Auth0 identity platform to sophisticated authentication and authorization to your applications.,"rgb(227, 36, 0)",3056
3490,4,Authy for JS-TS,Services##Logic Services##Business Logic##Authy for JS-TS,Enable 2FA for your favorite sites.,"rgb(154, 36, 79)",2220
3173,4,AutoFixture,Services##Logic Services##Business Logic##AutoFixture,AutoFixture is an open source library for .NET designed to minimize the 'Arrange' phase of your unit tests in order to maximize maintainability.,"rgb(79, 122, 40)",2220
36,4,Autofac,Services##Logic Services##Business Logic##Autofac,"Autofac is an advanced Inversion of Control (IoC) container for .NET applications that simplifies dependency injection, enabling developers to manage the lifetime and dependencies of their objects more efficiently.","rgb(0, 249, 0)",2220
71,4,Automapper,Services##Logic Services##Business Logic##Automapper,A convention-based object-object mapper.,"rgb(227, 36, 0)",2220
478,4,Axios,User Interaction##Web Interaction##Web Communication##Axios,Axios is a simple promise based HTTP client for the browser and node.js.,"rgb(0, 86, 214)",2275
3983,4,Axway Transfer CFT utility,Services##Logic Services##Business Logic Communication##Axway Transfer CFT utility,"Transfer CFT is an Axway managed file transfer application providing a multi-platform, high-volume file transfer service","rgb(5, 128, 33)",2221
1942,4,Azure Blob,Data Services##Data File Services##File Storage##Azure Blob,"Azure Blob Storage is a scalable, object storage solution provided by Microsoft Azure.","rgb(57, 164, 231)",2232
3735,4,Azure Blob for .NET,Data Services##Data File Services##File Storage##Azure Blob for .NET,"Azure Blob Storage for .NET allows developers to store, manage, and access unstructured data (like files, images, and videos) in the cloud using the Azure.Storage.Blobs SDK.","rgb(45, 130, 210)",2232
3736,4,Azure Blob for Java,Data Services##Data File Services##File Storage##Azure Blob for Java,"Azure Blob Storage for Java enables developers to store, manage, and access unstructured data in the cloud using the Azure Storage Blob client library for Java.","rgb(0, 140, 180)",2232
1943,4,Azure Cosmos DB,Data Services##Database Services##NoSQL Services##Azure Cosmos DB,Azure Cosmos DB,"rgb(16, 65, 223)",2261
3733,4,Azure Cosmos DB for Java,Services##Logic Services##Data Access Services##Azure Cosmos DB for Java,This repository is for active development of the Azure Cosmos DB SDK for Java,"rgb(0, 140, 180)",2225
1944,4,Azure Event Hub,System Interaction##Communication Services##Messaging Services##Azure Event Hub,Azure Event Hubs is a big data streaming platform and event ingestion service provided by Microsoft Azure.,"rgb(12, 182, 20)",2253
1945,4,Azure Function,Services##Logic Services##Business Logic##Azure Function,Azure Function,"rgb(10, 120, 241)",2220
3742,4,Azure Function for .NET,Services##Logic Services##Business Logic##Azure Function for .NET,"An Azure Function for .NET is a serverless compute service that allows to run event-driven, scalable, and lightweight code in response to various triggers (like HTTP requests, timers, or messages) without managing the underlying infrastructure.","rgb(45, 130, 210)",2220
1946,4,Azure HttpTrigger,System Interaction##Communication Services##Exposed API##Azure HttpTrigger,Azure HttpTrigger,"rgb(53, 185, 217)",2231
73,4,Azure SDK for .NET,Services##Logic Services##Business Logic##Azure SDK for .NET,This repository is for active development of the Azure SDK for .NET,"rgb(0, 109, 143)",2220
20,4,Azure SDK for JS-TS,Services##Logic Services##Business Logic##Azure SDK for JS-TS,This repository is for active development of the Azure SDK for Javascript and Typescript,"rgb(0, 163, 215)",2220
84,4,Azure SDK for Java,Services##Logic Services##Business Logic##Azure SDK for Java,This repository is for active development of the Azure SDK for Java,"rgb(0, 140, 180)",2220
1790,4,Azure SDK for Python,Services##Logic Services##Business Logic##Azure SDK for Python,This repository is for active development of the Azure SDK for Python,"rgb(0, 163, 215)",2220
1947,4,Azure Service Bus,System Interaction##Communication Services##Messaging Services##Azure Service Bus,"Azure Service Bus is a fully managed enterprise integration message broker provided by Microsoft's cloud platform, Azure.","rgb(37, 172, 186)",2253
1948,4,Azure WebJobs,Services##Logic Services##Business Logic##Azure WebJobs,Azure WebJobs,"rgb(10, 120, 241)",2220
3741,4,Azure WebJobs  for .NET,Services##Logic Services##Business Logic##Azure WebJobs  for .NET,"Azure WebJobs for .NET is a service that enables running background tasks, scheduled jobs, and event-driven functions in Azure, triggered by various events like queues, blobs, or timers, without managing the infrastructure.","rgb(45, 130, 210)",2220
188,4,BMC Utility,Services##Logic Services##Business Logic##BMC Utility,BMC Utility,"rgb(235, 127, 9)",2220
26,4,Babel,Services##Logic Services##Business Logic##Babel,Babel is a JavaScript compiler.,"rgb(213, 132, 0)",2220
481,4,Backbone.js,User Interaction##Web Interaction##Web Communication##Backbone.js,"Backbone.js gives structure to web applications by providing models with key-value binding and custom events, collections with a rich API of enumerable functions, views with declarative event handling, and connects it all to your existing API over a RESTful JSON interface.","rgb(0, 86, 214)",2275
3415,4,Backstage for JS-TS,Services##Logic Services##Business Logic##Backstage for JS-TS,An open source framework for building developer portals,"rgb(0, 253, 255)",2220
3501,4,BeanIO,Services##Logic Services##Business Logic##BeanIO,"BeanIO is an open source Java framework for marshalling and unmarshalling Java beans from a flat file, stream, or simple String object.","rgb(124, 42, 0)",2220
3483,4,Blazor,User Interaction##Web Interaction##Web Presentation##Blazor,Blazor is a free and open-source web framework developed by Microsoft that allows developers to build interactive web user interfaces using C# and .NET instead of JavaScript.,"rgb(181, 26, 0)",2278
3484,4,Blueprint,Services##Logic Services##Business Logic##Blueprint,A React-based UI toolkit for the web,"rgb(0, 66, 170)",2220
2913,4,Boost,Services##Logic Services##Business Logic##Boost,Boost provides free peer-reviewed portable C++ source libraries.,"rgb(123, 33, 159)",2220
500,4,Bootstrap,User Interaction##Web Interaction##Web Presentation##Bootstrap,"Powerful, extensible, and feature-packed frontend toolkit. Build and customize with Sass.","rgb(123, 33, 159)",2278
3902,4,Bottle,Services##Logic Services##Business Logic##Bottle,"Bottle is a fast, simple and lightweight WSGI micro web-framework for Python.","rgb(42, 187, 157)",2220
421,4,Bouncy Castle for Java,Services##Logic Services##Business Logic##Bouncy Castle for Java,"The Bouncy Castle Crypto APIs for Java consist of the following:

A lightweight cryptography API.
A provider for the Java Cryptography Extension (JCE) and the Java Cryptography Architecture (JCA).
A provider for the Java Secure Socket Extension (JSSE).","rgb(213, 132, 0)",2220
3416,4,Braintree for JS-TS,Services##Logic Services##Business Logic##Braintree for JS-TS,All Braintree for Javascript/Typescript,"rgb(0, 46, 122)",2220
153,4,Braintree for Java,Services##Logic Services##Business Logic##Braintree for Java,Braintree Java library,"rgb(0, 46, 122)",2220
3295,4,Broadcom Utility,Services##Logic Services##Business Logic##Broadcom Utility,Broadcom Utility,"rgb(200, 52, 70)",2220
1816,4,Browserify,Services##Logic Services##Business Logic##Browserify,Browserify lets you require('modules') in the browser by bundling up all of your dependencies.,"rgb(0, 109, 143)",2220
3417,4,BugSnag for JS-TS,Services##Logic Services##Business Logic##BugSnag for JS-TS,Automatically detect JavaScript errors on your website and optimize website performance by monitoring real user experiences in real time.,"rgb(55, 26, 148)",2220
3098,4,BugSnag for Java,Services##Application Services##Monitoring Alerting##BugSnag for Java,Our developer-first observability platform delivers real-time data to improve app performance and help you balance roadmap agility with application stability.,"rgb(173, 62, 0)",3060
4108,4,BullMQ,Services##Logic Services##Business Logic##BullMQ,"BullMQ is a lightweight, robust, and fast NodeJS library for creating background jobs and sending messages using queues.","rgb(68, 68, 68)",2220
597,4,Bytedeco,Services##Logic Services##Business Logic##Bytedeco,"Bytedeco makes native libraries available to the Java platform by offering ready-to-use bindings generated with the codeveloped JavaCPP technology. This, we hope, is the missing bridge between Java and C/C++, bringing compute-intensive science, multimedia, computer vision, deep learning, etc to the Java platform.","rgb(154, 36, 79)",2220
3288,4,CA Dispatch Utility,Services##Logic Services##Business Logic##CA Dispatch Utility,"CA Dispatch Output Management is an online, interactive report distribution
management system designed to reduce paper consumption and increase efficiency of report distribution. CA Dispatch supports a comprehensive online viewing facility that eliminates the need to print reports altogether.","rgb(200, 52, 70)",2220
3317,4,CA Dynam Utility,Services##Logic Services##Business Logic##CA Dynam Utility,"The CA Dynam for VSE software system is designed to provide a
comprehensive file management facility for the data center using all releases
of VSE currently supported by IBM.","rgb(50, 120, 70)",2220
459,4,CA Easytrieve Utility,Services##Logic Services##Business Logic##CA Easytrieve Utility,CA Easytrieve utility,"rgb(50, 120, 70)",2220
455,4,CA Endevor utility,Services##Logic Services##Business Logic##CA Endevor utility,CA Endevor utility,"rgb(50, 120, 70)",2220
458,4,CA JCLCheck Utility,Services##Logic Services##Business Logic##CA JCLCheck Utility,CA JCLCheck Utility,"rgb(50, 120, 70)",2220
457,4,CA Libarian Utility,Services##Logic Services##Business Logic##CA Libarian Utility,CA Libarian utility,"rgb(227, 22, 70)",2220
3124,4,CA View,Services##Logic Services##Business Logic##CA View,"CA View performs the following main functions:
■ Stores (archives) job SYSOUT and reports based on user specifications
■ Retrieves archived output, making it available for online viewing, printing on
multiple printers, or manipulation with assorted utilities and facilities","rgb(227, 22, 70)",2220
208,4,CA-11 Scheduler Utility,Services##Logic Services##Business Logic##CA-11 Scheduler Utility,"CA-11 Scheduler


https://www.zmainframes.com/viewtopic.php?t=1008","rgb(181, 26, 0)",2220
264,4,CA-7 Scheduler Utility,Services##Logic Services##Business Logic##CA-7 Scheduler Utility,CA-7 Scheduler,"rgb(227, 22, 70)",2220
197,4,CA-ACF2 Utility,Services##Logic Services##Business Logic##CA-ACF2 Utility,CA-ACF2 Utility,"rgb(13, 118, 213)",2220
3121,4,CA-Panvalet Utility,Services##Logic Services##Business Logic##CA-Panvalet Utility,"Computer Associates Panvalet (also known as CA-Panvalet) is a revision control and source code management system originally developed by Pansophic Systems for mainframe computers[1] such as the IBM System z and IBM System/370 running the z/OS and z/VSE operating systems.[2]

CA-PAN/LCM is a similar product for PCs.[1]","rgb(227, 22, 70)",2220
3315,4,CA1 Flexible Storage Utility,Services##Logic Services##Business Logic##CA1 Flexible Storage Utility,"CA 1™ Flexible Storage™ is a modern approach to storage management
that provides secure, cost-effective mainframe data storage options for
hybrid IT environments. The solution is designed to simplify and unify
storage management strategies and protect z/OS tape data set volumes.","rgb(200, 52, 70)",2220
3316,4,CA1 Tape Management,Services##Logic Services##Business Logic##CA1 Tape Management,"CA 1® is designed to simplify and unify the management and protection
of z/OS tape data sets and volumes","rgb(200, 52, 70)",2220
3,4,CFamily,Services##Logic Services##Business Logic##CFamily,C/C++ Family,"rgb(156, 1, 58)",2220
